,Time,User,Tweet
169,2022-08-02 14:51:29,AJENews,BREAKING: Nancy Pelosi lands in Taiwan amid heightened US-China tensions https://t.co/w714NEeqjU https://t.co/8JtxpnIlSg
170,2022-07-27 16:40:49,AJENews,BREAKING: Iraqi protesters storm the parliament in Baghdad’s Green Zone https://t.co/cZ7zslbugw https://t.co/AS7DAiLEbr
171,2022-07-25 17:46:20,AJENews,BREAKING: Pope apologises for ‘evil’ of Canada’s residential schools https://t.co/I9afDs9Lzw https://t.co/RKVKB5zEb4
172,2022-07-25 06:17:41,AJENews,"RT @AJEnglish: Is Tunisia on a path back to authoritarian rule?

🇹🇳 July 25 marks one year since President Kais Saied dissolved parliament…"
173,2022-07-21 15:32:12,AJENews,BREAKING: Joe Biden tests positive for COVID-19: White House https://t.co/HSGqlnMgQf https://t.co/XbEQdKuDWt
174,2022-07-21 08:22:54,AJENews,BREAKING: Italy’s Prime Minister Mario Draghi resigns as crisis deepens https://t.co/do0tVowM6k https://t.co/CKpcu1tXoM
175,2022-07-20 07:17:08,AJENews,BREAKING: Parliament elects prime minister Ranil Wickremesinghe as new president of Sri Lanka. Live updates: https://t.co/wwhwysZsYU https://t.co/1NCHNN358u
176,2022-07-08 12:07:45,AJENews,BREAKING: Ex-Angolan president dos Santos dies at 79 https://t.co/9B4xAs1L7W https://t.co/jpEbNVXv4t
177,2022-07-08 09:01:45,AJENews,BREAKING: Japan’s ex-Prime Minister Abe dies after being shot: Report https://t.co/OkJIqQPfz9 https://t.co/sH4lTVwHAx
178,2022-07-08 03:10:41,AJENews,"Japan’s Shinzo Abe attacked, left bleeding: Reports https://t.co/UHwaAMYIyf https://t.co/UcwdDjkvR4"
179,2022-07-07 11:39:48,AJENews,RT @AJEnglish: ⭕ LIVE: Boris Johnson has agreed to step down as UK PM after a major rebellion in his government over a series of scandals.…
180,2022-07-07 11:36:20,AJENews,BREAKING: UK Prime Minister Boris Johnson says he will resign - Live updates https://t.co/Rnvux9vcyT
181,2022-07-07 08:35:22,AJENews,DEVELOPING: UK political crisis: Boris Johnson expected to quit as PM - Live Updates https://t.co/xdJ2DvOedn https://t.co/eXAvtrAhPV
182,2022-07-05 17:34:42,AJENews,BREAKING: UK: Boris Johnson gov’t plunged into crisis as two ministers quit https://t.co/qXBCS6NQxK https://t.co/GMJpi2iMR3
183,2022-07-05 16:53:19,AJENews,"RT @AJEnglish: It is the 60th anniversary of Algeria’s independence from France.

Here's what you need to know about Algerians' fight for f…"
184,2022-07-04 14:16:44,AJENews,Breaking: US says Israeli shot ‘likely responsible’ for death of Abu Akleh https://t.co/8ZcXQiu8UU
185,2022-07-03 17:21:43,AJENews,BREAKING: Several people shot at Copenhagen shopping mall: Danish police https://t.co/Z3viU4xEme https://t.co/ag5MzWKKIx
186,2022-07-01 17:00:51,AJENews,"RT @AJEnglish: Thread 🧵

From laicite, the separation of church and state, to reckoning with its colonial legacy through racism and Islamop…"
187,2022-06-30 15:21:08,AJENews,"RT @AJEnglish: Thread 🧵

Hajj is the largest annual religious gathering of Muslims. 

It takes place in the Islamic month of Dhul-Hijja and…"
188,2022-06-30 08:14:53,AJENews,BREAKING: Israeli set for November election as parliament dissolves https://t.co/jL9xYWWcTD https://t.co/0G2oYhflNK
189,2022-06-29 19:04:32,AJENews,"BREAKING: Paris 2015 attacks - Lone surviving attacker gets life, no parole https://t.co/KHgQBF5AWz https://t.co/4gxTusRH4w"
190,2022-06-26 07:43:29,AJENews,BREAKING: More than dozen found dead in South Africa nightclub: Police https://t.co/jenuDxnX2q https://t.co/XmJ8s1SsFT
191,2022-06-24 19:59:01,AJENews,"UN, world leaders condemn US Supreme Court ruling on abortion. https://t.co/t0MhIgqe0g"
192,2022-06-24 18:05:37,AJENews,Roe v Wade: Supreme Court decision highlights US abortion divide https://t.co/Lt7Wz2OYDJ https://t.co/KXezzF5hUG
193,2022-06-24 15:03:40,AJENews,"UPDATE: The justices voted 6-3, powered by the court’s conservative supermajority. https://t.co/ignSMHSmzo"
194,2022-06-24 14:29:03,AJENews,BREAKING: Roe v Wade - US Supreme Court overturns landmark abortion ruling https://t.co/ignSMHSmzo https://t.co/I2FlWfsJMM
195,2022-06-24 09:53:38,AJENews,BREAKING: UN: Israelis fired shots that killed journalist Shireen Abu Akleh https://t.co/w1g1BENlX9 https://t.co/vwRVkhX1OR
196,2022-06-22 09:41:03,AJENews,"Nearly 1,000 killed after strong earthquake jolts Afghanistan https://t.co/A1tQfPVPCZ"
197,2022-06-22 05:22:09,AJENews,"Dozens killed as 6.1 magnitude quake shakes Afghanistan, Pakistan https://t.co/A1tQfPVPCZ https://t.co/TIpoMlLKTB"
198,2022-06-19 18:54:53,AJENews,BREAKING: Macron alliance set to lose parliamentary majority: Projections https://t.co/AIQj2uSd99 https://t.co/uFR4l6xcfL
199,2022-06-16 19:08:27,AJENews,BREAKING: Al Jazeera obtains image of bullet that killed its journalist https://t.co/0HhcytByxk https://t.co/quPy8pxOik
200,2022-06-13 13:03:22,AJENews,"RT @AJEnglish: Thread 🧵

On International Albinism Awareness Day, we raise awareness on the human rights violations people with albinism ex…"
201,2022-06-08 13:19:58,AJENews,"RT @AJEnglish: Today is #WorldOceanDay 🌊

Did you know at least eight million tonnes of plastics end up in the oceans every year?

We take…"
202,2022-06-06 20:08:14,AJENews,BREAKING: British Prime Minister Boris Johnson survives confidence vote https://t.co/sFrM7KAptG https://t.co/pFIcTtOBOL
203,2022-06-06 13:09:38,AJENews,RT @AJEnglish: Arab nations are taking a stand against India’s ruling BJP party after two of their members made insulting remarks about the…
204,2022-06-06 05:39:50,AJENews,BREAKING: Kazakhstan votes to amend constitution: Referendum results  https://t.co/EdWAWO3HPI https://t.co/X2bCLPhRXn
205,2022-06-01 11:21:34,AJENews,"RT @AJEnglish: Al Jazeera journalist Ahmed Taha has condemned an Egyptian court for sentencing him to 15 years in prison in absentia.

Taha…"
206,2022-05-29 12:44:26,AJENews,RT @AJEnglish: Tensions are high after hundreds of far-right Jewish nationalists entered Jerusalem’s Al-Aqsa Mosque compound ahead of today…
207,2022-05-29 09:22:02,AJENews,"RT @AJEnglish: Israeli ultra-nationalist Jewish groups have entered the Al-Aqsa Mosque compound, waving flags and chanting ahead of Sunday’…"
208,2022-05-28 14:05:05,AJENews,BREAKING: Dozens killed in stampede at a church in Nigeria https://t.co/IJRUpOyyZu https://t.co/p8D5EopxTV
209,2022-05-26 19:58:01,AJENews,BREAKING: Al Jazeera Network to send Shireen Abu Akleh murder case to ICC https://t.co/POcVV8e4Yg https://t.co/2g4wLOO5QI
210,2022-05-26 15:42:19,AJENews,BREAKING: Palestinian probe says Israeli forces deliberately shot Abu Akleh https://t.co/lEytKjtAPU https://t.co/CIs91xE1Yp
211,2022-05-25 12:39:41,AJENews,"RT @AJEnglish: ⚡ Stories you shouldn't miss today - May 25 👇 

https://t.co/f9AicPwqHM"
212,2022-05-24 15:23:49,AJENews,"RT @AJEnglish: Thread 🧵
 
At least 17 countries have reported new confirmed cases of monkeypox.
 
We take a look at what the disease is and…"
213,2022-05-22 16:04:00,AJENews,BREAKING: Iran's Quds Force member assassinated in Tehran: State media. More soon on https://t.co/hGzrK2N8WC https://t.co/v6sh2N1SwY
214,2022-05-21 13:20:45,AJENews,BREAKING: Australia election: Opposition Labor party wins vote https://t.co/jg2xGrOoay https://t.co/GRKr57Hck4
215,2022-05-19 10:06:33,AJENews,RT @AJEnglish: Killed Al Jazeera journalist Shireen Abu Akleh was a pioneer for Arab women in media. Many have shared the impact she had on…
216,2022-05-18 11:24:03,AJENews,BREAKING: Shireen Abu Akleh pallbearer arrested days after Israelis attack funeral https://t.co/sOc5lsPjD8 https://t.co/Y12ueXrB0W
217,2022-05-18 06:59:44,AJENews,"BREAKING: Finland, Sweden have officially applied to join NATO, the world’s biggest military alliance https://t.co/K0ImeKywn2 https://t.co/XP6aP5tI1p"
218,2022-05-17 08:49:03,AJENews,BREAKING: Pro-Hezbollah bloc loses Lebanese parliamentary majority https://t.co/YMpFZVSzfb https://t.co/TkATCKGjGQ
219,2022-05-15 21:29:38,AJENews,"Somalia elects Hassan Sheikh Mohamud as new president 
https://t.co/pEmg8CxfNU https://t.co/yGXzKCkz34"
220,2022-05-15 13:21:07,AJENews,UPDATE: Shireen Abu Akleh remembered during Gaza rally https://t.co/B3wq5AskU7
221,2022-05-15 09:33:44,AJENews,BREAKING: Palestinians commemorate 74th Nakba Day: Live updates https://t.co/90nEVVZMCG https://t.co/qXGTsKZ9GG
222,2022-05-14 09:23:51,AJENews,Sheikh Mohamed bin Al Zayed elected UAE president https://t.co/Yu4pxreTyV https://t.co/yPcljWxST1
223,2022-05-13 11:50:35,AJENews,RT @AJEnglish: ⭕ LIVE: State funeral and burial held in occupied East Jerusalem for veteran Al Jazeera journalist Shireen Abu Akleh who was…
224,2022-05-13 10:56:19,AJENews,RT @AJEnglish: ⭕ LIVE: Israeli occupation forces are beating crowds carrying the casket of killed Al Jazeera journalist Shireen Abu Akleh…
225,2022-05-13 10:37:07,AJENews,BREAKING: President Sheikh Khalifa bin Zayed Al Nahyan dies: UAE media https://t.co/dLKriU06q2 https://t.co/EGi8qxXNiD
226,2022-05-12 09:03:45,AJENews,RT @AJEnglish: ⭕ LIVE: State memorial service held in Ramallah for Al Jazeera journalist Shireen Abu Akleh who was killed by Israeli occupa…
227,2022-05-11 13:36:47,AJENews,"RT @AJEnglish: ""I was able to convey the people's message and voice.""

Not long before her killing by Israeli occupation forces, Al Jazeera…"
228,2022-05-11 12:01:30,AJENews,"RT @AJEnglish: LIVE: Israeli forces have shot and killed veteran Al Jazeera reporter Shireen Abu Akleh in the occupied West Bank. 

🔴 Follo…"
229,2022-05-11 12:00:57,AJENews,"RT @AJEnglish: ""She was fearless, but she was also human.”

Shireen Abu Akleh’s colleague and close friend @DaliaHatuqa remembers the impac…"
230,2022-05-11 11:44:55,AJENews,"RT @AJEnglish: ""The first bullet hit me and the second bullet hit Shireen. They killed her in cold blood.""

Al Jazeera journalist Ali al-Sa…"
231,2022-05-11 10:18:35,AJENews,"RT @AJEnglish: ""This is not a conflict between two equal sides. We are occupied by Israel.""

Mustafa Barghouti, leader of the Palestinian N…"
232,2022-05-11 10:18:22,AJENews,"RT @AJEnglish: Trigger warning: Sensitive material below

Shireen Abu Akleh’s colleagues at Al Jazeera’s bureau in the occupied West Bank e…"
233,2022-05-11 10:18:07,AJENews,"RT @AJEnglish: “Killing journalists… is a war crime.”

After the killing of Al Jazeera journalist Sherine Abu Akleh by Israeli occupation f…"
234,2022-05-11 10:17:43,AJENews,RT @AJEnglish: ⚡ Here's what veteran Al Jazeera journalist Shireen Abu Akleh meant to those who grew up watching her coverage of Palestine…
235,2022-05-11 04:45:14,AJENews,Al Jazeera journalist Shireen Abu Akleh shot dead by Israeli forces https://t.co/Ep2FzVulWE https://t.co/rHBRMLUcEe
236,2022-05-09 12:44:11,AJENews,"UPDATE: Ukraine says Russian forces are ‘storming’ Azovstal plant 
https://t.co/5e8BvhtBGq https://t.co/9HP147kaXs"
237,2022-05-09 12:10:38,AJENews,"UPDATE: Putin ‘mirroring fascism’ of Nazi Germany, UK minister says 
https://t.co/5e8BvhtBGq https://t.co/bhyna50Lql"
238,2022-05-09 11:04:21,AJENews,BREAKING: Sri Lanka PM Mahinda Rajapaksa offers to resign as crisis worsens https://t.co/BDPgiJfYUH https://t.co/cmUKOwhIPh
239,2022-05-09 10:55:12,AJENews,UPDATE: Mariupol officials document new mass grave https://t.co/5e8BvhtBGq https://t.co/WTl05jTRIK
240,2022-05-09 09:28:51,AJENews,"UPDATE: Putin ‘mirroring fascism’ of Nazi Germany, UK minister says. https://t.co/5e8BvhtBGq"
241,2022-05-09 08:16:29,AJENews,UPDATE: Putin calls NATO’s expansion around its borders 'unacceptable threat' https://t.co/5e8BvhtBGq https://t.co/UONabdCG1f
242,2022-05-09 07:49:59,AJENews,UPDATE: Putin says Donbass volunteers fighting for ‘Motherland’. https://t.co/5e8BvhtBGq
243,2022-05-09 07:42:03,AJENews,"BREAKING: Russian President Putin says Moscow's military action in Ukraine was a pre-emptive move to ward off Western aggression

Follow all the latest updates:

https://t.co/6XMHnWo4fe https://t.co/3h5jImKvKW"
244,2022-05-08 11:59:38,AJENews,"RT @AJEnglish: The Vice President of the Philippines, Leonor ‘Leni’ Robredo, is seen as the only election candidate with a realistic chance…"
245,2022-05-08 07:18:49,AJENews,BREAKING: More than 60 believed killed after school attack in east Ukraine https://t.co/jvMLIA935t https://t.co/k2SwQaROYD
246,2022-05-08 06:35:00,AJENews,"RT @AJEnglish: Fake news on social media has been a major part of the Philippines election campaign.

@francoIuna debunks the disinformatio…"
247,2022-05-08 05:00:50,AJENews,"John Lee, Hong Kong's former security chief, elected as city's next leader https://t.co/euUijlVf3Q https://t.co/HlHa0JLcbt"
248,2022-05-07 16:37:26,AJENews,"Ukraine: All women, children and elderly evacuated from Mariupol steel mill

Follow the latest updates: https://t.co/dsxY0lo6TQ https://t.co/LP42Kf46gx"
249,2022-05-06 17:06:46,AJENews,BREAKING: At least 4 dead after explosion rocks hotel in downtown Havana https://t.co/5GYtc5vzlw https://t.co/qVdhkC2IB7
250,2022-05-04 19:54:54,AJENews,"Russia says it will open evacuation routes for three days in Mariupol 

Follow the latest updates: https://t.co/POh5uGyMIw https://t.co/q8nYZXTRYY"
251,2022-05-04 16:28:12,AJENews,"Heavy fighting under way at Mariupol’s Azovstal steelworks

Follow the latest updates: https://t.co/BRwJ0hWxcR https://t.co/80znhL37e7"
252,2022-05-03 10:01:00,AJENews,Russia accuses Israel of supporting “neo-Nazis” in Ukraine as a row over Moscow’s claim that Hitler had Jewish origins escalates. Follow latest updates: https://t.co/fIkhVUWxAN https://t.co/fIkhVUWxAN
253,2022-05-03 07:03:00,AJENews,The US says it has 'highly credible' intelligence that Russia will try to annex Ukraine's Luhansk and Donetsk 'some time in mid-May'. Follow latest updates: https://t.co/fIkhVUWxAN
254,2022-04-27 01:34:27,AJENews,BREAKING: Singapore executes intellectually disabled Malaysian man despite global pleas for clemency https://t.co/HSwihWQj5W https://t.co/HfqkyXEbOC
255,2022-04-26 12:20:32,AJENews,"RT @AJEnglish: News of billionaire Elon Musk’s Twitter takeover has caused mixed reactions from users and politicians around the world. 

M…"
256,2022-04-25 15:50:06,AJENews,BREAKING: Turkish court sentences activist Osman Kavala to life in prison https://t.co/5E2KU7FmK2 https://t.co/NguPHwWyb5
257,2022-04-25 11:06:00,AJENews,"RT @AJEnglish: France's President Emmanuel Macron has won a second term in office, defeating his far-right rival Marine Le Pen and making h…"
258,2022-04-24 20:23:03,AJENews,"BREAKING: Emmanuel Macron wins French presidential election:

“I’m not the candidate of one camp anymore, but the president of all of us.” 

🔗: https://t.co/0WPQs8lq2J https://t.co/0uOstMFimF"
259,2022-04-24 07:29:02,AJENews,"RT @AJEnglish: At least eight people, including a three-month-old baby, have been killed and 18 others injured in a series of Russian missi…"
260,2022-04-23 09:24:47,AJENews,"Russian forces are ""constantly"" shelling Ukraine-controlled cities in the eastern region of Luhansk, local authorities say. 

Follow latest updates: https://t.co/S8yQuNzN0f https://t.co/x5E1MR2FSj"
261,2022-04-22 14:26:09,AJENews,BREAKING: Explosion at Afghan mosque kills or wounds dozens of people https://t.co/PRwVixJqQW https://t.co/IgEBMIjSZI
262,2022-04-22 11:31:48,AJENews,"RT @AJEnglish: THREAD 🧵

Today marks the 52nd anniversary of #EarthDay 🌍

In honour of Mother Earth, we share the story of how UK activists…"
263,2022-04-19 07:18:34,AJENews,"BREAKING: Kabul boys’ school rocked by blasts, casualties feared https://t.co/RcAYpBGoXZ https://t.co/nT46j1dtfo"
264,2022-04-14 08:42:13,AJENews,"Latest Russia-Ukraine updates: Ukraine investigating almost 6,500 alleged war crimes https://t.co/qDCbgANmrt https://t.co/iKuz3E57aU"
265,2022-04-13 18:43:33,AJENews,BREAKING: Suspect in New York subway shooting is in police custody https://t.co/holLdLcK4Q https://t.co/WHo0EoNyS8
266,2022-04-13 14:23:17,AJENews,"RT @AJEnglish: Have you ever wondered how difficult it is to navigate the world's megacities with a disability?

Join our Twitter Space NOW…"
267,2022-04-12 14:39:12,AJENews,"RT @AJEnglish: How would you get around a city if you couldn’t walk, see or hear? By 2050, nearly 1 billion people living in cities will ha…"
268,2022-04-12 14:05:06,AJENews,"Multiple people shot, unexploded devices found in New York City subway https://t.co/CXyZnNZXIf https://t.co/HraDoUZOy0"
269,2022-04-12 10:35:49,AJENews,"RT @AJEnglish: Thread 🧵
 
The Muslim holy month of #Ramadan has entered its second week.
The pre-sunrise to sunset fast lasts anywhere from…"
270,2022-04-11 14:49:15,AJENews,RT @AJEnglish: 🗣️ Our Twitter account @AJEnglish is nominated for @TheWebbyAwards in the social (News &amp; Politics) category! We need your he…
271,2022-04-11 12:03:01,AJENews,BREAKING: Pakistan's parliament elects Shehbaz Sharif as new prime minister after weeks of political turmoil. https://t.co/13afZmzTkV https://t.co/ugdu1oQsgT
272,2022-04-11 09:58:10,AJENews,"RT @AJEnglish: Thousands marched across Pakistan in support of former PM Imran Khan, a day after he lost a no-confidence vote in parliament…"
273,2022-04-10 12:19:18,AJENews,RT @AJEnglish: Pakistan's PM Imran Khan has been ousted from power after losing a no-confidence vote. The parliament is set to vote for a n…
274,2022-04-10 07:25:44,AJENews,"RT @AJEnglish: THREAD 🗳️

On April 10, about 48 million French voters will choose their leader among 12 candidates. Never before in the his…"
275,2022-04-09 20:05:30,AJENews,BREAKING: Pakistan PM Imran Khan loses no-confidence vote https://t.co/xgPho3BwL4 https://t.co/ijClh10naC
276,2022-04-09 19:00:09,AJENews,BREAKING: Pakistan parliament begins voting on no-confidence motion against Prime Minister Imran Khan after speaker resigns https://t.co/IHl0kmNmIQ https://t.co/ZowbbL5tTQ
277,2022-04-09 11:04:55,AJENews,"European Commission President Ursula von der Leyen says Russian forces appear to have committed war crimes by targeting civilians in Ukraine, adding that lawyers must investigate the alleged incidents.

Follow latest updates: https://t.co/hw9IOFlsE5 https://t.co/WoJrlp6r2T"
278,2022-04-09 07:34:53,AJENews,"Ukraine says 10 humanitarian corridors to evacuate people from besieged regions have been agreed for Saturday.

Follow latest updates: https://t.co/hw9IOFlsE5 https://t.co/ZsdA39CwOf"
279,2022-04-09 05:55:58,AJENews,"Ukrainian President Zelenskyy calls Russia's shelling on Kramatorsk railway station in the east of the county a ""war crime"" as death toll rises to 52, local authorities say.

Follow latest updates: https://t.co/pUJR25iBAX https://t.co/xo9gTtCiAn"
280,2022-04-08 18:38:24,AJENews,"RT @AJEnglish: 📢 Our Twitter account @AJEnglish is nominated for @TheWebbyAwards in the social (News &amp; Politics) category!

Help us win by…"
281,2022-04-08 11:50:56,AJENews,RT @AJEnglish: ⚡️Russia-Ukraine war updates: 8 April 👇 https://t.co/cPyH2FpSeO
282,2022-04-07 19:19:43,AJENews,BREAKING: Shooting in popular Tel Aviv area wounds six Israelis https://t.co/jcr7jA2ATD https://t.co/TIasP2h9XO
283,2022-04-07 18:24:24,AJENews,BREAKING: US Senate expected to vote to confirm Ketanji Brown Jackson https://t.co/k3blZvK0e5 https://t.co/m5pzl2SkNS
284,2022-04-07 15:41:36,AJENews,BREAKING: Pakistan court rules blocking vote to oust Khan unconstitutional https://t.co/Mtwo2i9Iga https://t.co/HNwRVIBZLv
285,2022-04-07 11:34:50,AJENews,"UPDATE: Russia says it has destroyed fuel storage facilities in four cities as it refocuses its offensive on eastern Ukraine.

Follow latest updates: https://t.co/vtNWPACfVp https://t.co/Jhj7HunGb9"
286,2022-04-07 09:46:27,AJENews,"UPDATE: Foreign Minister Dmytro Kuleba says the sooner Kyiv receives additional arms from NATO, ‘the more lives will be saved’.

Follow latest updates: https://t.co/vtNWPACfVp https://t.co/tlz1tGWA3c"
287,2022-04-07 08:08:47,AJENews,"US official says Kyiv withdrawal complete, Russian troops regrouping to focus on the east.

Follow latest updates: https://t.co/KR9QHN0mCt https://t.co/l8F1BtQoYC"
288,2022-04-06 12:25:59,AJENews,"RT @AJEnglish: 📢 Our Twitter account @AJEnglish is nominated for @TheWebbyAwards in the social (News &amp; Politics) category!

Help us win by…"
289,2022-04-06 12:20:30,AJENews,DEVELOPING: Life sentence for Burkinabe ex-leader Compaoré for Sankara murder https://t.co/V4z5z9sJLk https://t.co/cMX3NTzL4a
290,2022-04-06 10:15:24,AJENews,"RT @AJEnglish: EXCLUSIVE 👇

A year after the BJP gov't led by PM Narendra Modi came to power in 2014, the top finance ministry official acc…"
291,2022-04-05 18:09:48,AJENews,"RT @AJEnglish: Ukrainian President Volodymyr Zelenskyy addresses the UN Security Council, accusing Russia of “war crimes” in Bucha and tell…"
292,2022-04-04 21:02:17,AJENews,"Former Russia President Dmitry Medvedev has vowed a harsh reaction to expulsion of Russian diplomats by Western governments.

Follow latest updates: https://t.co/A5FRCgroKg"
293,2022-04-04 19:45:38,AJENews,"The United States will announce new sanctions against Russia for its invasion of Ukraine this week, US national security adviser Jake Sullivan has said

Follow latest updates: https://t.co/A5FRCgroKg https://t.co/9iSlpcnqYd"
294,2022-04-04 18:18:59,AJENews,"France has decided to expel many Russian diplomatic staff, echoing a similar action taken by Germany, the French Ministry of Foreign Affairs has said

Follow latest updates: https://t.co/A5FRCgroKg https://t.co/WgW5brUzqR"
295,2022-04-04 17:47:10,AJENews,"Russian lawmakers submitted a draft bill to the lower house of parliament that envisages a prison term of up to 10 years and fines for adhering to Western sanctions in Russia, Interfax state news agency has reported.

Follow latest updates: https://t.co/A5FRCgroKg"
296,2022-04-04 12:05:12,AJENews,"After several failed attempts, staff from the International Committee of the Red Cross have again been unable to enter Mariupol, a spokesperson for the aid agency says.

Follow latest updates: https://t.co/A5FRCgroKg https://t.co/HUiibmmWO4"
297,2022-04-04 10:14:36,AJENews,"The Kremlin has categorically denied any accusations related to the murder of civilians in the Ukrainian town of Bucha. 

Follow latest updates: https://t.co/A5FRCgroKg https://t.co/9hxBCQ25wa"
298,2022-04-04 07:32:56,AJENews,"Ukrainian prosecutors say at least 161 children have been killed, and 425 have been wounded, in Ukraine since the start of Russia's invasion.

Follow latest updates: https://t.co/A5FRCgroKg https://t.co/SJSDdGGfFn"
299,2022-04-04 05:46:09,AJENews,"UN Chief Antonio Guterres says he was ‘deeply shocked’ by images of dead civilians in the Ukrainian town of Bucha and calls for an independent investigation.

Follow our live coverage of the Russian invasion of Ukraine: https://t.co/71oOqEKeuE https://t.co/Rc0yC2jeZP"
300,2022-04-03 14:08:29,AJENews,"RT @AJEnglish: Pakistan's Imran Khan has survived a move to oust him as PM, after the deputy speaker of Parliament blocked a no-confidence…"
301,2022-04-03 07:40:54,AJENews,BREAKING: Pakistan Parliament dismisses no-confidence motion against Imran Khan https://t.co/CVVE0ZlDzs https://t.co/0Up6UwNfjD
302,2022-03-31 19:43:59,AJENews,Curfew in Sri Lanka as protesters try to storm president’s house https://t.co/R3aUdtC19P https://t.co/ORiRQipiC5
303,2022-03-30 18:07:44,AJENews,"UN human rights' Chief Michelle Bachelet says Russia’s widespread and indiscriminate attacks in Ukraine could amount to “war crimes“.

Follow latest updates: https://t.co/yX6FHlzCjW"
304,2022-03-30 16:55:49,AJENews,"Ukraine’s State Emergency Service says that the death toll from a Russian attack on the regional administration building in the southern city of Mykolaiv has risen to 15 people. 

Follow the latest update: https://t.co/4aRwxJzXYz https://t.co/Lel7FQJ34R"
305,2022-03-30 12:55:04,AJENews,RT @AJEnglish: ⚡️Russia-Ukraine war updates: 30 March 👇 https://t.co/gLQfZa7Dcp
306,2022-03-27 17:11:46,AJENews,"Ukraine said that a second round of conflict talks between negotiators from Kyiv and Moscow will kick off in Turkey on Monday. 

Follow latest developments: https://t.co/nTOCyTF2iR"
307,2022-03-27 15:11:17,AJENews,"French President Macron has called for restraint in ""words and actions"" after US President Biden described Russian President Putin as a “butcher” and said he should not remain in power. 

Follow out live coverage of the war in Ukraine: https://t.co/nTOCyTF2iR https://t.co/ljH4c7OYyz"
308,2022-03-26 20:24:05,AJENews,"UPDATE: Oil depot, military factory hit in Lviv strikes

https://t.co/CiAcJfutiP https://t.co/6WzhmgsRpK"
309,2022-03-26 19:38:30,AJENews,"UPDATE: Biden was not calling for regime change in Russia when he said that his Russian counterpart “cannot remain in power”

https://t.co/CiAcJfutiP https://t.co/gySTG0nXle"
310,2022-03-26 18:19:56,AJENews,"UPDATE: Children among severely wounded trapped in Ukraine’s Chernihiv

https://t.co/zHGgXOcRBn https://t.co/HvlWelaw9j"
311,2022-03-26 17:04:10,AJENews,"UPDATE: Two missile strikes hit Lviv, five wounded

https://t.co/CiAcJfutiP https://t.co/EWKUFDpaFK"
312,2022-03-26 15:58:59,AJENews,"UPDATE: Three explosions heard near Lviv: city council

https://t.co/CiAcJfutiP https://t.co/gPopf18ClL"
313,2022-03-26 15:30:31,AJENews,"Ukraine says fierce clashes continue in Mariupol

Follow all the latest updates: https://t.co/zHGgXOcRBn https://t.co/KtYBXgtiEb"
314,2022-03-25 17:52:28,AJENews,"LIVE UPDATES: Ukraine, Russia pessimistic over talks aimed at ending conflict https://t.co/qe9d6a2p7X https://t.co/ZvN9WQ6jbX"
315,2022-03-25 12:25:10,AJENews,RT @AJEnglish: ⚡️Russia-Ukraine war updates: 25 March 👇 https://t.co/ujcTBT6WeR
316,2022-03-23 21:00:07,AJENews,"UPDATE: Ukraine says 4,554 people were evacuated from cities on Wednesday
https://t.co/0uPwHcRssv https://t.co/IFHSi7enOF"
317,2022-03-23 20:57:52,AJENews,"UPDATE: Biden’s new arms package for Ukraine to start shipping soon
https://t.co/0uPwHcRssv https://t.co/h4SewVDSRl"
318,2022-03-23 20:03:22,AJENews,"UPDATE: US to announce Russia-related sanctions on Thursday.

https://t.co/Gth8p9fGZ1"
319,2022-03-23 20:01:50,AJENews,"BREAKING: Madeleine Albright, first woman US secretary of state, dies at 84
https://t.co/eIP9HUw1oY https://t.co/6pHHvLIuIJ"
320,2022-03-23 16:48:31,AJENews,"NATO estimates 7,000-15,000 Russian troops killed in Ukraine: Report

Follow all the latest updates: 
https://t.co/Gth8p9fGZ1"
321,2022-03-23 12:06:09,AJENews,RT @AJEnglish: ⚡️ Russia-Ukraine war updates: March 23 👇 https://t.co/qMLyj3Umqq
322,2022-03-22 17:49:04,AJENews,"Fighting between Russian and Ukrainian forces is ongoing in the city of Mariupol, a regional governor in Ukraine says.

Follow latest updates: https://t.co/TyOwAUklkz https://t.co/IxwUOLsOtz"
323,2022-03-22 16:11:13,AJENews,"The United Nations’ refugee agency says 3.5 million people have fled Ukraine since Russia launched its invasion.

Follow latest updates: https://t.co/TyOwAUklkz https://t.co/QukxewsbIq"
324,2022-03-22 14:50:54,AJENews,"Russian forces pushed out of key Kyiv suburb, Ukraine says, as Zelenskyy reiterates call for direct talks with Putin. 

Follow our live coverage of the war in Ukraine: https://t.co/r1o4EC3fU1 https://t.co/XlSlK9SNA8"
325,2022-03-22 12:53:56,AJENews,RT @AJEnglish: ⚡️ Russia-Ukraine war updates: March 22 👇 https://t.co/xJyQHXzZ9D
326,2022-03-22 11:35:44,AJENews,"RT @AJEnglish: THREAD 👇

It's #WorldWaterDay 💧 – a day designated by the UN to raise awareness of the two billion people living without acc…"
327,2022-03-21 17:46:45,AJENews,"A Russian court has labelled Meta Platforms Inc an “extremist organisation”, banning the activities of the US company on its territory.

Follow latest updates: https://t.co/n2SvGBdqQa https://t.co/5a3a47uZY3"
328,2022-03-21 16:02:45,AJENews,"Russia is conducting “state terrorism” in Ukraine and will go on to attack other countries, Ukraine’s defence minister says.

Follow latest updates on Russia's invasion of Ukraine: https://t.co/n2SvGBdqQa https://t.co/MdoUUvqhvs"
